tree_id,species,height_p99,height_p95,height_p90,height_p75,height_p50,height_p25,height_mean,height_std,height_cv,height_range,height_skewness,height_kurtosis,crown_diameter,height_width_ratio,x_range,y_range,crown_area_2d,crown_circularity,crown_volume_3d,total_points,point_density,intensity_mean,intensity_std,intensity_max,intensity_min,intensity_p25,intensity_p50,intensity_p75,intensity_p95,intensity_cv,intensity_range,intensity_skewness,intensity_kurtosis,red_mean,green_mean,blue_mean,egi_mean,vi_mean,nd_gr_mean,nd_rb_mean,hue_mean,hue_std,intensity_upper_mean,red_upper_mean,green_upper_mean,intensity_middle_mean,intensity_lower_mean,density_lower,density_middle,density_upper,density_ratio_upper_lower,density_ratio_middle_lower,density_ratio_upper_middle,canopy_cover_ratio,canopy_concentration,laser_penetration_proxy,vertical_centroid,vertical_std
1,larch,19.889612000000085,19.553120000000035,19.15304000000001,18.053300000000036,16.63650000000007,14.996500000000083,15.464468637035395,4.282880189499577,0.27694971548945985,20.179200000000037,-1.960251812098153,3.6099724294682316,6.14978674758716,3.281284510334601,8.04480000003241,6.572399999946356,33.96776319881287,0.8262490754503546,459.85491437115513,8797,19.12994669640482,0.20250025427328694,0.14855638449004518,0.993421052631579,0.006578947368421052,0.08552631578947369,0.16447368421052633,0.28289473684210525,0.4868421052631579,1.8853074991926464e-05,0.9868421052631579,3.63210268185623e-05,6.84180532604837e-05,0.523122229169035,0.5968050187563942,0.33720524397521884,0.23548942939075634,0.4118298095494711,0.06943134697101187,0.21896973487251176,77.37000752552657,6.030096241582967,0.21617854622441782,0.5410974991178547,0.6197743913196895,0.11797454331705552,0.2051959277756435,0.062293963851312945,0.1183357962941912,0.8193702398544959,13.131147540983607,1.8979963570127505,6.918426103646833,0.8989428214163919,0.6057746959190633,0.028191428896214617,0.766292451486449,0.21224231830298373
2,larch,16.642900000000054,15.725400000000079,15.251700000000028,13.574299999999994,7.069600000000037,3.4594000000000733,8.563377043121191,5.174859207136609,0.6043012214076432,17.147000000000048,0.012202997708552226,-1.5097512739691525,3.7242419895396393,4.604158388084621,3.9958000000333413,4.509100000374019,14.280432826008179,0.8754611396699726,182.12635020356245,7305,40.10951733143067,0.2907750639432256,0.21297227689799314,0.993421052631579,0.006578947368421052,0.13157894736842105,0.23026315789473684,0.39473684210526316,0.7368421052631579,1.882271908755041e-05,0.9868421052631579,3.235716366467298e-05,3.275716275818046e-05,0.34203723904859684,0.4236481861738535,0.2591263475359343,0.2364695551509695,0.41215651801662223,0.11240192552127862,0.12224939012724793,96.58740728453613,18.1994543257585,0.3623352969243192,0.45193868767433754,0.554574453016039,0.26222726408173247,0.2308,0.34223134839151265,0.24462696783025326,0.41314168377823407,1.2071171531387446,0.7149140343862455,1.6884787472035794,0.46379192334017794,0.2275154004106776,0.08021902806297057,0.49817910089934814,0.30179385356835564
3,larch,19.586400000000026,18.748160000000002,17.877960000000073,16.298275000000046,14.412900000000036,13.36317500000004,14.5348845804695,2.6754372289357566,0.18407007045289284,19.019699999999943,-0.7638751781733649,1.817662629163161,5.307087458848027,3.583830141089212,5.806400000001304,6.089599999599159,24.801365364919388,0.9024487679962426,214.36418745357216,15422,71.94298722747314,0.3196958036707642,0.21399836255181126,1.0,0.006578947368421052,0.1513157894736842,0.28289473684210525,0.4407894736842105,0.743421052631579,1.720243641561883e-05,0.993421052631579,2.5883929469768888e-05,1.7510756362589375e-05,0.46282983521916743,0.5806981807644923,0.3366107468227208,0.2646696016467368,0.4215565336225993,0.11770899185638775,0.15347273470197892,92.42108999606744,12.964124900033863,0.36867923681101955,0.5186447942643392,0.6419800621800761,0.2742363660199266,0.168609022556391,0.011347425755414343,0.3489819738036571,0.6396706004409285,56.05681818181818,30.585227272727273,1.8328069849526287,0.9284787965244456,0.2401115289845675,0.0030475943457398524,0.7042111379500973,0.14066663664178533
4,larch,18.268800000000056,17.964980000000082,17.719220000000043,17.08660000000009,16.057700000000068,13.98840000000007,15.331648464194076,2.6799231193805824,0.17479680188758218,18.66610000000003,-2.539682530218161,10.191996832888389,3.881452060852154,4.809050763103571,5.018999999971129,3.9983000000938773,14.508929539845242,0.9276554346463737,146.91154556628894,11297,76.896611198625,0.28922850966488545,0.20104136296719124,0.993421052631579,0.006578947368421052,0.13815789473684212,0.24342105263157895,0.3881578947368421,0.7039473684210527,1.7863261952152364e-05,0.9868421052631579,3.247878182266398e-05,3.954087472925698e-05,0.5289184213729309,0.6529875879658317,0.380040054881827,0.2566977575621552,0.4188992522944826,0.10747613046478059,0.1638433105943327,88.9801640848772,11.245485345246614,0.30655509703756706,0.5549999506006955,0.6810225162029718,0.20125598086124402,0.17149122807017544,0.01593343365495264,0.10551473842613084,0.8785518279189165,54.83977900552486,6.5911602209944755,8.320201173512155,0.9840665663450474,0.6890324865008409,0.010887846330884306,0.821207882963982,0.14357166839246432
5,larch,19.084600000000023,18.633625000000023,18.071300000000008,16.329500000000053,14.541600000000017,8.819700000000012,12.40016746381376,5.704100746390572,0.4600019122787099,19.419899999999984,-1.0105881445379186,-0.3081928504581115,4.836400984327709,4.015361848389854,4.583499999949709,4.948300000280142,13.159907350406776,0.7866025040541236,157.05181261769062,6356,40.47072042060626,0.23501001954224768,0.1887643434036282,0.9868421052631579,0.006578947368421052,0.09210526315789473,0.16447368421052633,0.34210526315789475,0.6118421052631579,2.0641917116212984e-05,0.9802631578947368,3.1673197014501304e-05,2.5288102504514197e-05,0.4243308488042794,0.5168326433684708,0.2719797238829452,0.27848272398782553,0.42616090766489617,0.10337968266334341,0.20867652889193775,84.82411457218039,9.956819583707608,0.26792137718396714,0.4977638424974306,0.6058089911998972,0.127895151917649,0.24147377222320016,0.1881686595342983,0.14757709251101322,0.6642542479546885,3.527986633249791,0.7844611528822055,4.4973375931842385,0.7382001258653241,0.3914411579609817,0.1117054751415985,0.6411035826041188,0.29372451693317564
6,larch,15.448000000000025,15.282000000000039,15.11360000000002,14.509700000000066,13.309600000000046,10.117900000000077,11.645504238362655,3.9303626522290203,0.33750042689814214,15.846300000000042,-1.2879349709441856,0.6154114343567723,3.593431286732243,4.409796300849929,4.053599999984726,3.977500000037253,10.320613505791114,0.8375179963382406,133.89426843814474,5521,41.23402789679935,0.2483162375237133,0.1902536492731429,0.9868421052631579,0.006578947368421052,0.11842105263157894,0.18421052631578946,0.32894736842105265,0.6513157894736842,1.9689936851352986e-05,0.9802631578947368,3.725538952002237e-05,5.2244320043929716e-05,0.45661663987502266,0.5423588627513132,0.2793573684568013,0.2834923568372609,0.42783078531499635,0.09187737867485092,0.24469472328678538,80.41593865393973,6.378864371285298,0.2864999931164558,0.4993154100183102,0.5930286260789955,0.1637493415066328,0.15977286705913366,0.10849483789168629,0.1787719616011592,0.7127332005071545,6.56,1.6466666666666667,3.983805668016194,0.8123528346314074,0.5575076978808187,0.031334903097264985,0.7309595450270805,0.24803030689997094
7,larch,19.77600000000004,19.265250000000066,18.789950000000033,17.396000000000043,15.422900000000027,10.124650000000031,13.833016846819065,4.679506147259655,0.33828529226416965,20.162300000000073,-0.9597658647765291,0.10654888896071224,2.8140683337079277,7.164822456982985,2.8105000000214204,3.266800000332296,7.1848147258532205,0.9411282491119324,87.71374826252269,6476,73.83107127764816,0.2654355352556809,0.18165861993250076,0.9868421052631579,0.006578947368421052,0.13815789473684212,0.21052631578947367,0.3618421052631579,0.625,1.7587875939041098e-05,0.9802631578947368,3.209593068700078e-05,4.020285465765978e-05,0.4892288594425571,0.5653265422328598,0.2870363891676961,0.27437079335068437,0.42479026416002535,0.07852959024007057,0.2632715133234622,77.49253916328806,7.274186474700819,0.30995434492664414,0.5430068226120858,0.6223796524731969,0.19415416678897468,0.17062085264975912,0.0894070413835701,0.23409512044471897,0.6764978381717109,7.555172413793104,2.6155172413793104,2.888595912986157,0.7518529956763434,0.37492279184681904,0.023934527486102534,0.684987171444676,0.2320918817426404
8,larch,17.733211999999995,17.24568,16.70804000000006,15.820250000000044,14.443450000000041,12.224575000000073,13.93222450673729,2.393103636765757,0.171767518922534,12.706000000000017,-0.5406953579352979,-0.6159472872744893,4.052012925926504,3.135725435515246,4.303399999975227,5.32149999961257,18.50585469937759,0.8858074926982767,122.86090404366546,8312,67.6537427809083,0.23325107010789728,0.17786469180086995,0.993421052631579,0.006578947368421052,0.1118421052631579,0.17763157894736842,0.3026315789473684,0.5921052631578947,1.9596682033658053e-05,0.9868421052631579,4.156021355242452e-05,7.83601076879319e-05,0.3572188552694899,0.4445821929138595,0.22231882368864292,0.32031896672026094,0.4401063218692895,0.12103687300582522,0.2331939402233161,85.13366549179658,8.151558222488779,0.30952588081774685,0.40368949232585594,0.4970059769775679,0.15913278014414362,0.11793998335760349,0.06087584215591915,0.35803657362848895,0.5810875842155919,9.528599605522682,5.871794871794871,1.6227746053073564,0.7856111645813282,0.2663618864292589,0.00048123195380173246,0.6641369830581841,0.18834437563086365
9,larch,20.614454000000034,20.013345000000008,19.373770000000082,17.54082500000007,15.623350000000073,12.569400000000059,14.308497384219597,4.8288363877818,0.3374803277924833,20.856400000000008,-0.9920864869793501,0.0616853138209712,4.803180865070922,4.342205838494871,5.712799999979325,5.552799999713898,24.07349025892763,0.9440651460959446,325.44665937004834,16324,50.15875729558138,0.3490030017152659,0.23664308877538445,1.0,0.006578947368421052,0.15789473684210525,0.29605263157894735,0.5,0.8223684210526315,1.742533394347306e-05,0.993421052631579,2.1049669764738128e-05,-4.538897198387561e-07,0.48148024955586866,0.5481798751072041,0.2892924624019848,0.26382245777911245,0.42127415229078574,0.07687085503678423,0.24947970793048957,77.68700375062465,9.045412862200006,0.4145614298984525,0.5155208019955877,0.5831758611612515,0.2714423231685424,0.19477253939226935,0.12870619946091644,0.19694927713795637,0.6743445234011272,5.237392959086584,1.5299714557564223,3.4231965174129355,0.7880421465327125,0.3597770154373928,0.013354569958343544,0.6863791154858732,0.23152779903443543
10,larch,20.633308000000056,20.327040000000057,19.947060000000057,18.679399999999987,16.927999999999997,7.480300000000057,13.713918662877292,6.74735985581266,0.4920081576380737,20.967199999999934,-0.8604501649773704,-0.9108234987479094,6.838429797914546,3.066083971985503,5.524699999950826,8.039799999445677,34.191642143072734,0.8639837090076382,412.73805389329164,7389,17.902395793895796,0.23819902985234095,0.1711387304990887,0.993421052631579,0.006578947368421052,0.10526315789473684,0.21052631578947367,0.3157894736842105,0.5789473684210527,1.8463956337888433e-05,0.9868421052631579,3.453263078573377e-05,5.860590905837926e-05,0.4119172080119096,0.5077612202260117,0.24826547486128028,0.31726139620383703,0.4390871317150051,0.11811433168582847,0.23607828971636688,84.95181003599987,12.682066975975138,0.2738037326470619,0.4520923399920493,0.5598438121148877,0.14653006213450293,0.1673090554669502,0.24116930572472595,0.0779537149817296,0.6808769792935444,2.8222097588334267,0.3236118900729108,8.720970537261698,0.6999593991067804,0.5209094600081202,0.10312626877791312,0.6537744030141017,0.3218054797880824
11,larch,18.09827500000003,17.478025000000002,16.946700000000078,16.205975000000024,15.126050000000077,13.379975000000002,14.59397125984256,2.1745043284689984,0.14900017888232137,13.259400000000028,-1.0298211979794833,1.5565753043229522,4.205900894689121,3.1525707164404135,4.402800000039861,5.04079999960959,16.247457420732474,0.9049769035457472,90.7317816673631,4826,53.18974135979023,0.21245119637053678,0.15027833794691556,0.9868421052631579,0.006578947368421052,0.1118421052631579,0.17105263157894737,0.27631578947368424,0.506578947368421,1.8178316009612545e-05,0.9802631578947368,4.480714825969275e-05,0.00010867619010544898,0.4678952548694571,0.5576070697782843,0.2973145138313303,0.28569840056612794,0.4285661332218805,0.09816112628752008,0.2317865189600618,81.44090216583396,7.569766192217941,0.24370749234633082,0.5035062369383491,0.6017638671194706,0.16983123883092177,0.12010403916768665,0.02673021135515955,0.3282221301284708,0.6450476585163697,23.953846153846154,12.192307692307692,1.9646687697160883,0.9108992954828015,0.33443845835060093,0.005180273518441774,0.7110556480566657,0.16399718904844818
12,larch,20.356952000000028,19.882720000000056,19.281610000000022,18.204525000000046,17.17110000000008,15.233675000000062,16.413811916732172,2.9038969388195115,0.17691788801858838,20.611999999999966,-1.8201633209114136,5.3654138083897855,4.503663930358003,4.576718048716564,4.379300000029616,5.547799999825656,17.606884419884764,0.9095543610303475,162.64921284976913,12730,78.26659457465718,0.23739508827055855,0.17315835922242448,0.993421052631579,0.006578947368421052,0.11842105263157894,0.18421052631578946,0.3092105263157895,0.5789473684210527,1.8745118041298376e-05,0.9868421052631579,4.195391362628653e-05,8.43564627590407e-05,0.5592332335035349,0.6602710133542812,0.3640941059505106,0.25527355258548856,0.4184245173006985,0.08689540337842007,0.21040964970957252,81.89146788856098,9.35609723519649,0.25776349795710685,0.5903601213266967,0.6951169444577391,0.14415267156495226,0.14462533452274753,0.013904163393558523,0.16095836606441477,0.8251374705420267,59.01685393258427,11.51685393258427,5.124390243902439,0.9571091908876669,0.5822466614296936,0.005106048703849175,0.7934364407496667,0.1408838025819676
13,larch,20.74405200000009,20.23217500000006,19.417110000000037,17.303875000000062,13.079900000000066,6.100850000000037,11.858531415567786,6.146543745359694,0.5183225080276161,21.33789999999999,-0.25150174777383505,-1.3307754874867754,5.991379998987032,3.561433259123303,6.201200000010431,7.572399999946356,34.277479700347115,0.8569453083055519,450.23365914459754,17138,38.064679643367,0.2819031730042811,0.21436602231763455,1.0,0.006578947368421052,0.11842105263157894,0.2236842105263158,0.3815789473684211,0.7302631578947368,1.954215402911511e-05,0.993421052631579,3.262611843086075e-05,3.111130702857114e-05,0.5024010058058116,0.6046892322616408,0.3259282187244719,0.27538307916174015,0.4251276927953377,0.09994225820056296,0.21248102743344763,83.89993640333434,12.647517652568315,0.2435518621114189,0.5700994837353801,0.6758640579312866,0.23812376837178748,0.3760663748345719,0.30166880616174585,0.26333294433422805,0.43499824950402616,1.4418874492361244,0.8729452717076001,1.6517501107665042,0.5951686311121485,0.27529466682226633,0.050647683510327925,0.557610234163986,0.28805757573892915
